window_id,t_start,t_end,num_moves,fore_weight,back_weight,link_density,fore_ratio,back_ratio,dwell_ms,hover_ms,apm_rolling,gap_prev_ms,episode,phase_raw,phase_smooth
17,2025-10-31T02:29:00+00:00,2025-10-31T02:29:30+00:00,2,3.023672648838587,5.722362143652778,4.373017396245682,0.34571921732065936,0.6542806683418256,236.0,67.0,18.2,1274.5,TeamX,convergent,convergent
18,2025-10-31T02:29:30+00:00,2025-10-31T02:30:00+00:00,1,2.5904208251408165,6.212877307619366,8.803298132760183,0.2942556859735626,0.7057442004326603,490.0,167.0,21.6,1097.0,TeamX,convergent,convergent
19,2025-10-31T02:30:00+00:00,2025-10-31T02:30:30+00:00,1,2.568797418049403,6.923176901681082,9.491974319730485,0.27062832882738064,0.7293715658204702,457.0,110.0,17.3,1441.0,TeamX,convergent,convergent
20,2025-10-31T02:30:30+00:00,2025-10-31T02:31:00+00:00,1,1.9979411533900666,5.318959270204815,7.316900423594882,0.2730583668856446,0.7269414964444808,151.0,206.0,14.4,823.0,TeamX,convergent,convergent
21,2025-10-31T02:31:00+00:00,2025-10-31T02:31:30+00:00,1,2.2776764801570346,7.085660559790474,9.36333703994751,0.24325475278577074,0.7567451404147101,213.0,138.0,17.0,754.0,TeamX,convergent,convergent
22,2025-10-31T02:31:30+00:00,2025-10-31T02:32:00+00:00,1,1.5868393012455528,7.749416112899779,9.336255414145333,0.1699652656113148,0.8300346272793734,453.0,234.0,23.5,791.0,TeamX,convergent,convergent
23,2025-10-31T02:32:00+00:00,2025-10-31T02:32:30+00:00,2,2.017412219728742,13.999624252319334,8.008518236024038,0.12595414247169007,0.8740457950947917,351.0,164.5,18.4,1446.0,TeamX,convergent,convergent
24,2025-10-31T02:32:30+00:00,2025-10-31T02:33:00+00:00,1,0.9719607148851667,9.3294483593532,10.301409074238368,0.09435220109486112,0.9056477018310497,416.0,158.0,15.2,2131.0,TeamX,convergent,convergent
25,2025-10-31T02:33:00+00:00,2025-10-31T02:33:30+00:00,1,0.2420486041477748,3.1207802295684806,3.3628288337162555,0.0719776545696597,0.9280220480617402,200.0,150.0,11.9,980.0,TeamX,convergent,convergent
26,2025-10-31T02:33:30+00:00,2025-10-31T02:34:00+00:00,1,0.0,11.733326639447892,11.733326639447892,0.0,0.999999914772686,411.0,168.0,19.4,681.0,TeamX,convergent,convergent
